date,product,category,price,quantity,revenue,region
2025-05-20,Shoes,Fashion,6443,3,19329,North
2025-05-21,Headphones,Electronics,9169,3,27507,South
2025-05-21,Laptop,Electronics,67742,6,406452,East
2025-05-22,Headphones,Electronics,6390,8,51120,South
2025-05-22,Watch,Fashion,6230,2,12460,East
2025-05-22,Headphones,Electronics,2358,1,2358,West
2025-05-22,Shoes,Fashion,1496,8,11968,West
2025-05-23,Watch,Fashion,4439,9,39951,North
2025-05-24,Watch,Fashion,4596,4,18384,South
2025-05-24,Shoes,Fashion,7495,7,52465,South
2025-05-24,Watch,Fashion,9409,2,18818,East
2025-05-24,Headphones,Electronics,10327,10,103270,South
2025-05-25,Shoes,Fashion,4931,4,19724,South
2025-05-25,Shoes,Fashion,3229,8,25832,South
2025-05-25,Laptop,Electronics,102181,2,204362,East
2025-05-26,Watch,Fashion,8742,7,61194,North
2025-05-26,Laptop,Electronics,107656,4,430624,South
2025-05-26,Headphones,Electronics,9293,1,9293,North
2025-05-27,Shoes,Fashion,3332,3,9996,North
2025-05-27,Laptop,Electronics,88951,10,889510,East
2025-05-27,Headphones,Electronics,14015,2,28030,South
2025-05-28,Shoes,Fashion,5089,3,15267,East
2025-05-28,Watch,Fashion,11358,4,45432,West
2025-05-28,Phone,Electronics,42912,5,214560,West
2025-05-28,Phone,Electronics,25585,1,25585,South
2025-05-28,Watch,Fashion,2982,7,20874,West
2025-05-28,Phone,Electronics,64733,1,64733,North
2025-05-28,Phone,Electronics,34965,5,174825,North
2025-05-28,Shoes,Fashion,6515,8,52120,North
2025-05-28,Watch,Fashion,8333,2,16666,North
2025-05-28,Shoes,Fashion,6129,5,30645,South
2025-05-28,Headphones,Electronics,13526,7,94682,South
2025-05-28,Laptop,Electronics,133160,2,266320,West
2025-05-30,Laptop,Electronics,75522,8,604176,West
2025-05-30,Headphones,Electronics,5265,6,31590,West
2025-05-30,Headphones,Electronics,13843,9,124587,West
2025-05-30,Shoes,Fashion,2885,1,2885,East
2025-05-30,Laptop,Electronics,91427,3,274281,North
2025-05-31,Shoes,Fashion,4845,2,9690,North
2025-05-31,Shoes,Fashion,3801,10,38010,West
2025-06-01,Shoes,Fashion,6787,7,47509,West
2025-06-01,Phone,Electronics,73250,8,586000,West
2025-06-01,Shoes,Fashion,5315,7,37205,West
2025-06-01,Headphones,Electronics,8076,6,48456,West
2025-06-01,Headphones,Electronics,14330,9,128970,East
2025-06-02,Laptop,Electronics,63982,10,639820,East
2025-06-02,Shoes,Fashion,3119,7,21833,West
2025-06-02,Headphones,Electronics,11486,7,80402,East
2025-06-02,Shoes,Fashion,7550,7,52850,South
2025-06-02,Laptop,Electronics,102945,1,102945,West
2025-06-03,Shoes,Fashion,5244,4,20976,South
2025-06-03,Watch,Fashion,19549,7,136843,South
2025-06-03,Laptop,Electronics,143976,3,431928,West
2025-06-03,Phone,Electronics,48522,4,194088,North
2025-06-03,Headphones,Electronics,14725,8,117800,East
2025-06-04,Watch,Fashion,18703,3,56109,East
2025-06-04,Shoes,Fashion,3899,4,15596,East
2025-06-04,Laptop,Electronics,57261,7,400827,West
2025-06-05,Headphones,Electronics,3270,4,13080,North
2025-06-05,Watch,Fashion,19578,4,78312,South
2025-06-05,Headphones,Electronics,2457,10,24570,North
2025-06-05,Phone,Electronics,34476,7,241332,East
2025-06-05,Phone,Electronics,24097,9,216873,North
2025-06-05,Phone,Electronics,63846,3,191538,North
2025-06-06,Shoes,Fashion,7955,1,7955,North
2025-06-06,Headphones,Electronics,13743,5,68715,South
2025-06-06,Laptop,Electronics,94260,1,94260,West
2025-06-06,Headphones,Electronics,9594,4,38376,East
2025-06-06,Watch,Fashion,14770,1,14770,East
2025-06-06,Phone,Electronics,77750,9,699750,South
2025-06-06,Headphones,Electronics,11478,4,45912,East
2025-06-06,Phone,Electronics,27795,10,277950,North
2025-06-07,Phone,Electronics,66006,4,264024,North
2025-06-07,Watch,Fashion,8782,4,35128,East
2025-06-07,Laptop,Electronics,67435,3,202305,South
2025-06-07,Shoes,Fashion,2682,10,26820,West
2025-06-07,Headphones,Electronics,14530,7,101710,North
2025-06-08,Phone,Electronics,72774,1,72774,North
2025-06-08,Shoes,Fashion,4443,5,22215,West
2025-06-08,Headphones,Electronics,7219,1,7219,East
2025-06-09,Watch,Fashion,11571,2,23142,West
2025-06-09,Shoes,Fashion,6608,10,66080,East
2025-06-09,Laptop,Electronics,109510,5,547550,West
2025-06-09,Shoes,Fashion,4072,2,8144,North
2025-06-09,Shoes,Fashion,6819,6,40914,North
2025-06-09,Phone,Electronics,23921,9,215289,East
2025-06-10,Headphones,Electronics,9318,1,9318,East
2025-06-10,Shoes,Fashion,3706,9,33354,East
2025-06-10,Shoes,Fashion,1333,10,13330,North
2025-06-10,Shoes,Fashion,2598,1,2598,North
2025-06-10,Phone,Electronics,50676,5,253380,South
2025-06-10,Shoes,Fashion,5622,5,28110,North
2025-06-11,Phone,Electronics,50732,8,405856,East
2025-06-11,Watch,Fashion,10448,8,83584,East
2025-06-11,Headphones,Electronics,5264,1,5264,West
2025-06-11,Phone,Electronics,57431,8,459448,North
2025-06-12,Laptop,Electronics,134550,4,538200,South
2025-06-12,Phone,Electronics,38226,2,76452,North
2025-06-12,Shoes,Fashion,1938,9,17442,North
2025-06-13,Shoes,Fashion,5819,5,29095,North
2025-06-13,Shoes,Fashion,6318,10,63180,North
2025-06-13,Watch,Fashion,5697,1,5697,South
2025-06-13,Headphones,Electronics,7946,9,71514,East
2025-06-13,Phone,Electronics,38580,8,308640,North
2025-06-13,Laptop,Electronics,50867,5,254335,South
2025-06-14,Headphones,Electronics,10992,7,76944,East
2025-06-14,Phone,Electronics,21576,10,215760,East
2025-06-15,Shoes,Fashion,5740,3,17220,West
2025-06-15,Laptop,Electronics,123204,3,369612,North
2025-06-15,Phone,Electronics,38143,1,38143,South
2025-06-16,Laptop,Electronics,80561,3,241683,East
2025-06-16,Laptop,Electronics,88480,9,796320,East
2025-06-16,Watch,Fashion,10460,2,20920,South
2025-06-16,Laptop,Electronics,138731,5,693655,West
2025-06-17,Phone,Electronics,58915,3,176745,East
2025-06-17,Shoes,Fashion,6532,4,26128,South
2025-06-17,Laptop,Electronics,92396,8,739168,East
2025-06-17,Laptop,Electronics,99357,8,794856,East
2025-06-18,Phone,Electronics,24234,10,242340,East
2025-06-18,Laptop,Electronics,143920,5,719600,East
2025-06-18,Laptop,Electronics,146913,9,1322217,East
2025-06-19,Phone,Electronics,26289,9,236601,East
2025-06-19,Laptop,Electronics,77428,7,541996,North
2025-06-19,Headphones,Electronics,9248,2,18496,South
2025-06-19,Shoes,Fashion,4845,8,38760,East
2025-06-19,Phone,Electronics,29932,9,269388,East
2025-06-19,Watch,Fashion,15132,2,30264,North
2025-06-19,Watch,Fashion,18460,4,73840,East
2025-06-20,Laptop,Electronics,67734,6,406404,North
2025-06-20,Watch,Fashion,17012,10,170120,North
2025-06-20,Laptop,Electronics,112252,9,1010268,North
2025-06-20,Headphones,Electronics,4300,2,8600,North
2025-06-21,Laptop,Electronics,133563,3,400689,West
2025-06-21,Phone,Electronics,52587,10,525870,West
2025-06-21,Phone,Electronics,78222,3,234666,North
2025-06-21,Headphones,Electronics,5063,8,40504,West
2025-06-21,Watch,Fashion,5001,8,40008,South
2025-06-22,Watch,Fashion,12543,9,112887,East
2025-06-22,Shoes,Fashion,2107,3,6321,East
2025-06-22,Phone,Electronics,35514,3,106542,West
2025-06-23,Watch,Fashion,2469,5,12345,West
2025-06-24,Watch,Fashion,18132,6,108792,West
2025-06-24,Phone,Electronics,73434,9,660906,West
2025-06-24,Shoes,Fashion,7493,5,37465,North
2025-06-24,Laptop,Electronics,131559,2,263118,West
2025-06-24,Watch,Fashion,16769,3,50307,East
2025-06-24,Laptop,Electronics,149674,10,1496740,East
2025-06-24,Watch,Fashion,14090,10,140900,West
2025-06-24,Shoes,Fashion,1182,3,3546,South
2025-06-25,Laptop,Electronics,55278,8,442224,East
2025-06-25,Shoes,Fashion,7248,10,72480,East
2025-06-25,Headphones,Electronics,3054,2,6108,South
2025-06-25,Headphones,Electronics,2462,4,9848,South
2025-06-26,Headphones,Electronics,14455,6,86730,West
2025-06-26,Phone,Electronics,64130,8,513040,North
2025-06-27,Watch,Fashion,16051,7,112357,North
2025-06-27,Headphones,Electronics,14996,2,29992,North
2025-06-27,Watch,Fashion,3596,2,7192,East
2025-06-28,Headphones,Electronics,3010,1,3010,East
2025-06-28,Headphones,Electronics,10248,6,61488,North
2025-06-28,Watch,Fashion,16603,4,66412,South
2025-06-29,Watch,Fashion,7837,5,39185,North
2025-06-29,Headphones,Electronics,5244,7,36708,North
2025-06-29,Shoes,Fashion,3802,6,22812,South
2025-06-29,Watch,Fashion,6174,10,61740,East
2025-06-30,Watch,Fashion,8158,10,81580,South
2025-06-30,Headphones,Electronics,14186,9,127674,West
2025-06-30,Laptop,Electronics,78342,1,78342,West
2025-06-30,Shoes,Fashion,2392,1,2392,West
2025-06-30,Headphones,Electronics,8356,2,16712,South
2025-07-01,Laptop,Electronics,121897,8,975176,West
2025-07-01,Laptop,Electronics,82967,5,414835,North
2025-07-01,Shoes,Fashion,5734,10,57340,East
2025-07-01,Watch,Fashion,3090,1,3090,South
2025-07-02,Headphones,Electronics,9255,2,18510,West
2025-07-02,Laptop,Electronics,60672,3,182016,West
2025-07-02,Laptop,Electronics,102229,4,408916,East
2025-07-02,Laptop,Electronics,140115,3,420345,South
2025-07-03,Shoes,Fashion,3403,6,20418,West
2025-07-03,Headphones,Electronics,8917,2,17834,South
2025-07-04,Watch,Fashion,13800,4,55200,East
2025-07-04,Phone,Electronics,49771,2,99542,East
2025-07-04,Laptop,Electronics,111710,5,558550,West
2025-07-05,Phone,Electronics,34567,1,34567,North
2025-07-05,Laptop,Electronics,146054,2,292108,South
2025-07-05,Phone,Electronics,58510,5,292550,West
2025-07-06,Phone,Electronics,64168,6,385008,South
2025-07-07,Shoes,Fashion,2553,3,7659,North
2025-07-07,Phone,Electronics,58367,1,58367,West
2025-07-07,Phone,Electronics,71414,2,142828,South
2025-07-07,Phone,Electronics,79373,5,396865,South
2025-07-08,Headphones,Electronics,13849,4,55396,North
2025-07-08,Laptop,Electronics,68371,7,478597,South
2025-07-09,Headphones,Electronics,10081,2,20162,East
2025-07-09,Shoes,Fashion,3880,9,34920,East
2025-07-09,Laptop,Electronics,104697,4,418788,South
2025-07-09,Phone,Electronics,32356,3,97068,South
2025-07-10,Phone,Electronics,20498,8,163984,West
2025-07-10,Phone,Electronics,44113,2,88226,East
2025-07-11,Watch,Fashion,13109,9,117981,South
2025-07-11,Shoes,Fashion,1866,1,1866,West
2025-07-11,Headphones,Electronics,11196,2,22392,East
2025-07-12,Shoes,Fashion,2212,1,2212,North
2025-07-12,Headphones,Electronics,10656,3,31968,North
2025-07-12,Headphones,Electronics,13197,2,26394,West
2025-07-12,Shoes,Fashion,6176,3,18528,South
2025-07-12,Phone,Electronics,22245,6,133470,West
2025-07-12,Phone,Electronics,34749,6,208494,West
2025-07-13,Shoes,Fashion,5423,8,43384,West
2025-07-13,Laptop,Electronics,130742,5,653710,North
2025-07-13,Phone,Electronics,29035,10,290350,West
2025-07-13,Watch,Fashion,16208,8,129664,East
2025-07-14,Laptop,Electronics,111551,10,1115510,West
2025-07-14,Phone,Electronics,69257,3,207771,West
2025-07-14,Headphones,Electronics,7407,10,74070,South
2025-07-15,Phone,Electronics,35015,1,35015,South
2025-07-15,Shoes,Fashion,3022,5,15110,North
2025-07-15,Watch,Fashion,7026,6,42156,East
2025-07-16,Shoes,Fashion,5069,9,45621,South
2025-07-17,Phone,Electronics,24459,7,171213,North
2025-07-17,Shoes,Fashion,5041,1,5041,South
2025-07-17,Laptop,Electronics,70717,1,70717,West
2025-07-17,Phone,Electronics,28521,8,228168,North
2025-07-17,Phone,Electronics,78949,9,710541,East
2025-07-17,Phone,Electronics,26376,8,211008,East
2025-07-17,Phone,Electronics,56881,4,227524,East
2025-07-18,Shoes,Fashion,5305,9,47745,North
2025-07-18,Shoes,Fashion,6274,3,18822,West
2025-07-19,Shoes,Fashion,3490,5,17450,North
2025-07-19,Laptop,Electronics,83993,3,251979,South
2025-07-19,Headphones,Electronics,6331,6,37986,East
2025-07-20,Laptop,Electronics,144808,9,1303272,North
2025-07-20,Headphones,Electronics,9382,8,75056,East
2025-07-20,Shoes,Fashion,3913,10,39130,South
2025-07-20,Laptop,Electronics,117577,1,117577,East
2025-07-20,Watch,Fashion,16926,2,33852,South
2025-07-20,Headphones,Electronics,9424,10,94240,South
2025-07-20,Watch,Fashion,18001,10,180010,West
2025-07-21,Headphones,Electronics,12328,6,73968,East
2025-07-21,Phone,Electronics,53808,1,53808,South
2025-07-22,Laptop,Electronics,65843,10,658430,North
2025-07-22,Laptop,Electronics,53777,6,322662,West
2025-07-22,Shoes,Fashion,6730,5,33650,East
2025-07-22,Watch,Fashion,18785,3,56355,North
2025-07-22,Shoes,Fashion,7006,6,42036,South
2025-07-22,Watch,Fashion,19749,10,197490,West
2025-07-22,Shoes,Fashion,3298,3,9894,West
2025-07-22,Phone,Electronics,32925,7,230475,North
2025-07-23,Shoes,Fashion,4899,1,4899,North
2025-07-23,Shoes,Fashion,7789,7,54523,East
2025-07-23,Headphones,Electronics,2913,6,17478,West
2025-07-23,Shoes,Fashion,4920,10,49200,East
2025-07-24,Watch,Fashion,14564,4,58256,South
2025-07-25,Watch,Fashion,5402,2,10804,South
2025-07-25,Phone,Electronics,26395,10,263950,South
2025-07-25,Watch,Fashion,7113,8,56904,North
2025-07-25,Laptop,Electronics,121922,9,1097298,South
2025-07-26,Watch,Fashion,13782,9,124038,North
2025-07-26,Watch,Fashion,10018,7,70126,North
2025-07-26,Laptop,Electronics,108320,4,433280,South
2025-07-26,Headphones,Electronics,8150,5,40750,North
2025-07-26,Headphones,Electronics,3677,4,14708,South
2025-07-26,Headphones,Electronics,2115,2,4230,South
2025-07-26,Watch,Fashion,8011,7,56077,North
2025-07-27,Phone,Electronics,25101,8,200808,East
2025-07-27,Phone,Electronics,50051,1,50051,West
2025-07-27,Phone,Electronics,26154,8,209232,West
2025-07-27,Watch,Fashion,14286,5,71430,East
2025-07-27,Laptop,Electronics,83675,5,418375,West
2025-07-27,Headphones,Electronics,11217,2,22434,East
2025-07-28,Laptop,Electronics,130361,2,260722,North
2025-07-28,Phone,Electronics,22121,4,88484,North
2025-07-28,Phone,Electronics,34100,9,306900,East
2025-07-28,Shoes,Fashion,7382,6,44292,North
2025-07-28,Laptop,Electronics,122324,6,733944,East
2025-07-28,Shoes,Fashion,6553,10,65530,West
2025-07-28,Laptop,Electronics,119034,7,833238,West
2025-07-28,Laptop,Electronics,143258,6,859548,West
2025-07-28,Headphones,Electronics,4650,3,13950,South
2025-07-29,Headphones,Electronics,11143,6,66858,North
2025-07-29,Watch,Fashion,15171,4,60684,North
2025-07-29,Shoes,Fashion,3209,4,12836,West
2025-07-30,Phone,Electronics,58563,3,175689,South
2025-07-30,Shoes,Fashion,6594,9,59346,East
2025-07-31,Watch,Fashion,5949,7,41643,West
2025-07-31,Headphones,Electronics,13451,6,80706,East
2025-07-31,Phone,Electronics,15631,3,46893,North
2025-08-01,Laptop,Electronics,94872,4,379488,North
2025-08-01,Laptop,Electronics,113696,10,1136960,South
2025-08-01,Headphones,Electronics,7940,1,7940,South
2025-08-02,Laptop,Electronics,58896,9,530064,East
2025-08-02,Watch,Fashion,13654,10,136540,East
2025-08-02,Laptop,Electronics,123881,2,247762,East
2025-08-02,Phone,Electronics,53741,4,214964,West
2025-08-02,Shoes,Fashion,7322,2,14644,East
2025-08-03,Watch,Fashion,4576,1,4576,East
2025-08-03,Headphones,Electronics,9861,4,39444,North
2025-08-03,Laptop,Electronics,60213,3,180639,East
2025-08-04,Watch,Fashion,8020,7,56140,West
2025-08-04,Phone,Electronics,37414,7,261898,East
2025-08-04,Headphones,Electronics,8090,1,8090,East
2025-08-05,Shoes,Fashion,7238,9,65142,East
2025-08-05,Shoes,Fashion,1479,7,10353,West
2025-08-05,Headphones,Electronics,11395,1,11395,West
2025-08-06,Headphones,Electronics,13894,10,138940,West
2025-08-06,Headphones,Electronics,7145,10,71450,East
2025-08-06,Laptop,Electronics,52712,6,316272,South
2025-08-06,Shoes,Fashion,1141,3,3423,South
2025-08-06,Phone,Electronics,63619,3,190857,North
2025-08-07,Watch,Fashion,15201,10,152010,South
2025-08-07,Laptop,Electronics,99897,8,799176,South
2025-08-07,Phone,Electronics,60137,8,481096,East
2025-08-07,Watch,Fashion,8038,6,48228,West
2025-08-07,Laptop,Electronics,69751,5,348755,South
2025-08-08,Phone,Electronics,27966,9,251694,South
2025-08-08,Shoes,Fashion,3382,4,13528,East
2025-08-09,Laptop,Electronics,129264,3,387792,West
2025-08-09,Headphones,Electronics,4308,4,17232,North
2025-08-09,Laptop,Electronics,57359,6,344154,North
2025-08-09,Phone,Electronics,45116,9,406044,South
2025-08-10,Shoes,Fashion,2350,10,23500,North
2025-08-10,Watch,Fashion,15554,7,108878,North
2025-08-10,Watch,Fashion,11106,10,111060,North
2025-08-10,Watch,Fashion,19790,3,59370,East
2025-08-11,Watch,Fashion,16392,5,81960,North
2025-08-12,Watch,Fashion,7856,3,23568,West
2025-08-12,Watch,Fashion,19267,8,154136,North
2025-08-12,Headphones,Electronics,10756,9,96804,North
2025-08-12,Watch,Fashion,18126,8,145008,East
2025-08-13,Laptop,Electronics,97523,1,97523,West
2025-08-13,Phone,Electronics,75113,6,450678,West
2025-08-13,Headphones,Electronics,11217,5,56085,East
2025-08-13,Laptop,Electronics,101086,7,707602,East
2025-08-14,Headphones,Electronics,5816,4,23264,East
2025-08-14,Shoes,Fashion,1427,5,7135,West
2025-08-14,Shoes,Fashion,6149,9,55341,North
2025-08-15,Phone,Electronics,49640,10,496400,East
2025-08-15,Laptop,Electronics,132784,9,1195056,North
2025-08-15,Shoes,Fashion,7663,7,53641,East
2025-08-15,Laptop,Electronics,107510,10,1075100,West
2025-08-15,Laptop,Electronics,91338,6,548028,East
2025-08-16,Laptop,Electronics,133978,8,1071824,North
2025-08-16,Phone,Electronics,44072,5,220360,North
2025-08-16,Headphones,Electronics,9781,3,29343,South
2025-08-17,Shoes,Fashion,5832,10,58320,North
2025-08-17,Laptop,Electronics,81065,8,648520,South
2025-08-17,Watch,Fashion,3943,7,27601,North
2025-08-18,Headphones,Electronics,6335,4,25340,North
2025-08-18,Phone,Electronics,66761,3,200283,West
2025-08-18,Shoes,Fashion,6750,2,13500,South
2025-08-18,Laptop,Electronics,88843,8,710744,South
2025-08-18,Headphones,Electronics,14401,1,14401,North
2025-08-19,Watch,Fashion,6135,9,55215,North
2025-08-19,Headphones,Electronics,7398,9,66582,East
2025-08-19,Watch,Fashion,10183,1,10183,North
2025-08-19,Watch,Fashion,9146,7,64022,North
2025-08-19,Headphones,Electronics,9563,10,95630,West
2025-08-19,Shoes,Fashion,3340,1,3340,East
2025-08-19,Watch,Fashion,11270,7,78890,West
2025-08-20,Headphones,Electronics,5616,1,5616,West
2025-08-20,Watch,Fashion,12434,8,99472,West
2025-08-20,Shoes,Fashion,3677,9,33093,East
2025-08-20,Phone,Electronics,51985,8,415880,West
2025-08-20,Laptop,Electronics,86705,5,433525,North
2025-08-21,Laptop,Electronics,88984,5,444920,South
2025-08-21,Shoes,Fashion,1434,9,12906,West
2025-08-21,Watch,Fashion,3670,10,36700,East
2025-08-22,Shoes,Fashion,2945,7,20615,North
2025-08-22,Shoes,Fashion,1290,10,12900,North
2025-08-23,Headphones,Electronics,4693,4,18772,South
2025-08-23,Watch,Fashion,13002,3,39006,East
2025-08-23,Phone,Electronics,60614,9,545526,West
2025-08-23,Laptop,Electronics,91552,7,640864,West
2025-08-23,Headphones,Electronics,11049,6,66294,East
2025-08-23,Laptop,Electronics,94958,1,94958,West
2025-08-24,Headphones,Electronics,14582,10,145820,North
2025-08-24,Laptop,Electronics,91966,5,459830,South
2025-08-24,Phone,Electronics,59238,1,59238,East
2025-08-24,Shoes,Fashion,1223,10,12230,West
2025-08-25,Laptop,Electronics,52881,3,158643,East
2025-08-25,Watch,Fashion,12921,5,64605,North
2025-08-25,Laptop,Electronics,144603,1,144603,East
2025-08-26,Laptop,Electronics,80722,1,80722,West
2025-08-26,Laptop,Electronics,75066,4,300264,South
2025-08-26,Watch,Fashion,13592,2,27184,South
2025-08-26,Phone,Electronics,61688,9,555192,South
2025-08-26,Headphones,Electronics,4948,1,4948,South
2025-08-27,Watch,Fashion,5901,1,5901,South
2025-08-27,Headphones,Electronics,2027,3,6081,North
2025-08-28,Laptop,Electronics,57081,6,342486,North
2025-08-28,Phone,Electronics,43943,2,87886,North
2025-08-29,Watch,Fashion,3112,10,31120,East
2025-08-29,Shoes,Fashion,6749,8,53992,West
2025-08-29,Phone,Electronics,78961,3,236883,South
2025-08-29,Headphones,Electronics,9680,9,87120,West
2025-08-30,Phone,Electronics,71552,2,143104,East
2025-09-01,Phone,Electronics,23615,10,236150,West
2025-09-01,Headphones,Electronics,14233,7,99631,West
2025-09-01,Phone,Electronics,50063,8,400504,South
2025-09-01,Headphones,Electronics,7951,2,15902,West
2025-09-01,Watch,Fashion,18612,1,18612,West
2025-09-01,Watch,Fashion,4434,6,26604,North
2025-09-01,Laptop,Electronics,141576,10,1415760,North
2025-09-01,Watch,Fashion,6441,5,32205,North
2025-09-01,Shoes,Fashion,4234,8,33872,East
2025-09-02,Shoes,Fashion,5014,3,15042,West
2025-09-02,Phone,Electronics,77982,10,779820,East
2025-09-02,Watch,Fashion,5242,3,15726,North
2025-09-02,Watch,Fashion,11793,8,94344,East
2025-09-03,Shoes,Fashion,1432,7,10024,East
2025-09-03,Watch,Fashion,11525,4,46100,South
2025-09-03,Phone,Electronics,37330,4,149320,North
2025-09-03,Headphones,Electronics,13948,6,83688,North
2025-09-03,Headphones,Electronics,10498,4,41992,East
2025-09-03,Laptop,Electronics,94318,5,471590,East
2025-09-04,Laptop,Electronics,73366,7,513562,South
2025-09-04,Watch,Fashion,17965,5,89825,East
2025-09-04,Shoes,Fashion,3021,7,21147,South
2025-09-04,Watch,Fashion,8078,10,80780,East
2025-09-04,Watch,Fashion,19516,1,19516,South
2025-09-04,Watch,Fashion,2224,5,11120,West
2025-09-04,Watch,Fashion,11278,10,112780,East
2025-09-04,Laptop,Electronics,121863,1,121863,East
2025-09-05,Phone,Electronics,77646,10,776460,South
2025-09-05,Laptop,Electronics,74642,7,522494,East
2025-09-05,Shoes,Fashion,6004,9,54036,West
2025-09-05,Headphones,Electronics,14291,5,71455,North
2025-09-06,Headphones,Electronics,6735,3,20205,East
2025-09-06,Watch,Fashion,17903,8,143224,South
2025-09-06,Headphones,Electronics,11017,9,99153,South
2025-09-06,Shoes,Fashion,5237,1,5237,West
2025-09-06,Watch,Fashion,4650,6,27900,East
2025-09-07,Phone,Electronics,70247,6,421482,South
2025-09-07,Laptop,Electronics,110546,10,1105460,East
2025-09-07,Watch,Fashion,13020,3,39060,South
2025-09-07,Headphones,Electronics,6276,9,56484,North
2025-09-07,Phone,Electronics,15266,7,106862,North
2025-09-08,Watch,Fashion,10872,10,108720,North
2025-09-08,Watch,Fashion,14913,9,134217,East
2025-09-08,Laptop,Electronics,146104,8,1168832,North
2025-09-08,Shoes,Fashion,3970,8,31760,South
2025-09-08,Laptop,Electronics,56201,1,56201,North
2025-09-09,Shoes,Fashion,5961,2,11922,West
2025-09-09,Phone,Electronics,25976,10,259760,North
2025-09-09,Phone,Electronics,54954,9,494586,East
2025-09-09,Shoes,Fashion,4370,10,43700,West
2025-09-09,Phone,Electronics,54639,7,382473,West
2025-09-10,Headphones,Electronics,13166,8,105328,North
2025-09-10,Laptop,Electronics,118475,1,118475,East
2025-09-10,Laptop,Electronics,84658,8,677264,North
2025-09-11,Headphones,Electronics,8659,2,17318,North
2025-09-11,Laptop,Electronics,87309,4,349236,North
2025-09-11,Laptop,Electronics,106379,3,319137,North
2025-09-11,Headphones,Electronics,6769,5,33845,North
2025-09-12,Watch,Fashion,11225,9,101025,North
2025-09-12,Headphones,Electronics,5068,7,35476,East
2025-09-12,Shoes,Fashion,6022,4,24088,East
2025-09-12,Headphones,Electronics,9427,3,28281,North
2025-09-13,Shoes,Fashion,6610,3,19830,South
2025-09-13,Headphones,Electronics,10384,10,103840,East
2025-09-14,Watch,Fashion,19240,3,57720,East
2025-09-14,Watch,Fashion,6930,7,48510,North
2025-09-14,Shoes,Fashion,2065,2,4130,South
2025-09-14,Laptop,Electronics,90187,2,180374,North
2025-09-14,Headphones,Electronics,12240,2,24480,South
2025-09-14,Watch,Fashion,19169,5,95845,East
2025-09-15,Laptop,Electronics,80696,7,564872,East
2025-09-15,Headphones,Electronics,3080,9,27720,East
2025-09-15,Headphones,Electronics,5262,10,52620,West
2025-09-15,Watch,Fashion,12985,1,12985,North
2025-09-16,Shoes,Fashion,2167,9,19503,West
2025-09-16,Laptop,Electronics,83147,7,582029,South
2025-09-16,Watch,Fashion,5595,5,27975,West
2025-09-16,Laptop,Electronics,137652,5,688260,South
2025-09-16,Headphones,Electronics,10317,9,92853,North
2025-09-16,Watch,Fashion,9100,3,27300,South
2025-09-17,Laptop,Electronics,65388,1,65388,South
2025-09-17,Headphones,Electronics,13451,3,40353,East
2025-09-17,Phone,Electronics,42263,7,295841,South
2025-09-18,Phone,Electronics,61764,2,123528,South
2025-09-18,Shoes,Fashion,1311,1,1311,East
2025-09-18,Headphones,Electronics,3437,8,27496,South
2025-09-19,Watch,Fashion,17555,9,157995,East
2025-09-20,Watch,Fashion,3964,1,3964,East
2025-09-20,Watch,Fashion,13145,3,39435,West
2025-09-20,Shoes,Fashion,3559,4,14236,East
2025-09-20,Laptop,Electronics,142669,9,1284021,South
2025-09-20,Phone,Electronics,70011,3,210033,West
2025-09-21,Shoes,Fashion,7337,3,22011,West
2025-09-21,Headphones,Electronics,7515,10,75150,East
2025-09-21,Shoes,Fashion,5759,4,23036,East
2025-09-21,Shoes,Fashion,6067,7,42469,North
2025-09-21,Watch,Fashion,4574,5,22870,North
2025-09-22,Laptop,Electronics,51036,1,51036,West
2025-09-22,Phone,Electronics,15023,8,120184,West
2025-09-22,Laptop,Electronics,51862,6,311172,South
2025-09-22,Shoes,Fashion,2348,8,18784,West
2025-09-23,Headphones,Electronics,4034,6,24204,North
2025-09-23,Laptop,Electronics,80295,8,642360,West
2025-09-23,Phone,Electronics,69403,5,347015,South
2025-09-23,Headphones,Electronics,8757,10,87570,East
2025-09-23,Shoes,Fashion,5701,2,11402,East
2025-09-23,Headphones,Electronics,4854,4,19416,East
2025-09-24,Headphones,Electronics,10943,2,21886,North
2025-09-25,Watch,Fashion,3105,8,24840,West
2025-09-25,Watch,Fashion,2542,5,12710,South
2025-09-25,Laptop,Electronics,93109,6,558654,West
2025-09-26,Laptop,Electronics,146124,9,1315116,East
2025-09-26,Shoes,Fashion,4416,9,39744,East
2025-09-26,Shoes,Fashion,7860,1,7860,West
2025-09-26,Laptop,Electronics,137206,4,548824,West
2025-09-26,Watch,Fashion,6275,9,56475,West
2025-09-27,Shoes,Fashion,1798,3,5394,West
2025-09-27,Phone,Electronics,20919,3,62757,West
2025-09-28,Shoes,Fashion,4614,10,46140,North
2025-09-28,Headphones,Electronics,7891,9,71019,North
2025-09-28,Headphones,Electronics,11304,8,90432,East
2025-09-28,Laptop,Electronics,113447,1,113447,South
2025-09-28,Phone,Electronics,33733,7,236131,East
2025-09-28,Phone,Electronics,73292,7,513044,West
2025-09-28,Laptop,Electronics,62723,1,62723,East
2025-09-28,Laptop,Electronics,75539,5,377695,South
2025-09-29,Phone,Electronics,43102,4,172408,East
2025-09-29,Laptop,Electronics,56281,8,450248,West
